rank,name,slug,active_installs,rating_pct,rating_5star,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
523,Download Monitor,download-monitor,90000,90,4.5,Editor-agnostic,2026-03-25 12:37pm GMT,6.4,6.9.4,https://www.download-monitor.com,https://github.com/WPChill/download-monitor,official,https://wordpress.org/plugins/download-monitor/,35,0,,,2025-05-07,,"digital store, download manager, ecommerce, file manager, password protection"
524,"External Links – nofollow, noopener & new window",wp-external-links,90000,86,4.3,Editor-agnostic,2026-03-25 7:48pm GMT,4.2,6.9.4,https://getwplinks.com/,https://github.com/alonbilu/WP-External-Links,official,https://wordpress.org/plugins/wp-external-links/,6,0,,,2023-03-09,,"external links, new tab, new window, nofollow, noopener"
525,PHP Code Widget,php-code-widget,90000,94,4.7,Editor-agnostic,2022-03-30 4:55pm GMT,2.8,5.9.13,http://ottopress.com/wordpress-plugins/php-code-widget/,https://github.com/WordpressPluginDirectory/php-code-widget,official,https://wordpress.org/plugins/php-code-widget/,0,0,,,,,"execphp, php, widget"
526,Social Feed Gallery,insta-gallery,90000,90,4.5,Editor-agnostic,2026-03-17 7:53pm GMT,4.7,6.9.4,https://quadlayers.com/products/instagram-feed-gallery/,,,https://wordpress.org/plugins/insta-gallery/,3,0,6.5,Medium,2025-10-25,CWE-352; CWE-862,"Instagram, Instagram Elementor, Instagram widget, instagram feed, instagram gallery"
527,Facebook Chat Plugin – Live Chat Plugin for WordPress,facebook-messenger-customer-chat,90000,70,3.5,Editor-agnostic,2022-07-05 11:01pm GMT,3.9,5.9.13,,,,https://wordpress.org/plugins/facebook-messenger-customer-chat/,6,0,,,2024-10-16,,"chat, customer care, facebook, messaging, messenger"
528,Enable jQuery Migrate Helper,enable-jquery-migrate-helper,90000,96,4.8,Editor-agnostic,2024-12-25 1:15pm GMT,5.4,6.7.5,https://wordpress.org/plugins/enable-jquery-migrate-helper,,,https://wordpress.org/plugins/enable-jquery-migrate-helper/,0,0,,,,,"javascript, jquery, update"
529,Go Live Update Urls,go-live-update-urls,80000,90,4.5,Editor-agnostic,2026-02-03 6:57pm GMT,6.2.0,6.9.4,https://onpointplugins.com/go-live-update-urls/,https://github.com/lipemat/go-live-update-urls,official,https://wordpress.org/plugins/go-live-update-urls/,0,0,,,,,"database, domain, search and replace, update urls, urls"
530,Simple Author Box,simple-author-box,80000,86,4.3,Editor-agnostic,2025-12-03 8:03pm GMT,4.6,6.9.4,https://wpauthorbox.com/,https://github.com/MachoThemes/simple-author-box,official,https://wordpress.org/plugins/simple-author-box/,4,0,,,2023-08-14,,"Author Profile, author bio, author box, author social icons, guest author"
531,Flexible Checkout Fields for WooCommerce – WooCommerce Checkout Manager,flexible-checkout-fields,80000,94,4.7,Editor-agnostic,2026-03-07 3:07am GMT,6.4,6.9.4,https://www.wpdesk.net/sk/flexible-checkout-fields-plugin/,,,https://wordpress.org/plugins/flexible-checkout-fields/,5,0,,,2024-06-09,,"WooCommerce checkout, WooCommerce checkout manager, checkout field customizer, custom fields, woocommerce checkout fields"
532,User Menus – Nav Menu Visibility,user-menus,80000,100,5.0,Editor-agnostic,2024-10-18 4:07am GMT,4.6,6.6.5,https://wordpress.org/plugins/user-menus/,https://github.com/jungleplugins/user-menus,official,https://wordpress.org/plugins/user-menus/,5,0,,,2024-10-16,,"logout, menu, menus, nav menu, user-menu"
533,Resize Image After Upload,resize-image-after-upload,80000,96,4.8,Editor-agnostic,2025-12-10 11:50am GMT,3.5,6.9.4,https://wordpress.org/plugins/resize-image-after-upload/,,,https://wordpress.org/plugins/resize-image-after-upload/,1,0,,,2022-08-08,,"bulk rescale, bulk resize, downsize, rescale, resize"
534,"PowerPack Addons for Elementor (Free Widgets, Extensions and Templates)",powerpack-lite-for-elementor,80000,96,4.8,Editor-agnostic,2026-02-20 1:11am GMT,6.3,6.9.4,https://powerpackelements.com,,,https://wordpress.org/plugins/powerpack-lite-for-elementor/,12,0,,,2025-04-01,,"elementor, elementor addon, elementor addons, elementor templates, elementor widgets"
535,"Display Posts – Easy lists, grids, navigation, and more",display-posts-shortcode,80000,96,4.8,Editor-agnostic,2024-10-14 4:53pm GMT,3.0,6.6.5,https://displayposts.com,https://github.com/billerickson/display-posts-shortcode,official,https://wordpress.org/plugins/display-posts-shortcode/,0,0,,,,,"page, pages, posts, query, shortcode"
536,Menu Cart for WooCommerce,woocommerce-menu-bar-cart,80000,92,4.6,Editor-agnostic,2026-03-25 10:59am GMT,3.4,7.0,https://wpovernight.com/downloads/menu-cart-pro/,,,https://wordpress.org/plugins/woocommerce-menu-bar-cart/,3,0,,,2022-06-07,,"cart, edd, menu, shopping cart, woocommerce"
537,Heartbeat Control,heartbeat-control,80000,84,4.2,Editor-agnostic,2023-08-31 1:23pm GMT,3.6,6.3.8,https://wordpress.org/plugins/heartbeat-control/,,,https://wordpress.org/plugins/heartbeat-control/,0,0,,,,,"admin-ajax, heartbeat, heartbeat api, heartbeat control, server resources"
538,"Superb Addons: Blocks, Patterns & Theme Designer for the Block Editor & FSE",superb-blocks,80000,98,4.9,Blocks+Classic,2026-01-27 4:09pm GMT,4.9,6.9.4,https://superbthemes.com/,,,https://wordpress.org/plugins/superb-blocks/,0,0,,,,,"block, blocks, editor, gutenberg, gutenberg blocks"
539,Accessibility by UserWay,userway-accessibility-widget,80000,80,4.0,Editor-agnostic,2025-12-08 10:38am GMT,4.7,6.9.4,https://userway.org,,,https://wordpress.org/plugins/userway-accessibility-widget/,0,0,,,,,"EAA compliance, Section 508, accessibility, ada, wcag"
540,Metricool,metricool,80000,78,3.9,Editor-agnostic,2026-02-02 3:17pm GMT,3.6,6.9.4,https://metricool.com/,https://github.com/gujm9/Metricool,official,https://wordpress.org/plugins/metricool/,1,0,,,2023-01-16,CWE-79,"analytics, blog, metricool, metrics, tracking"
541,Tidio – Live Chat & AI Chatbots,tidio-live-chat,80000,94,4.7,Editor-agnostic,2026-02-19 1:58pm GMT,4.7,6.9.4,http://www.tidio.com,https://github.com/common-repository/tidio-live-chat,mirror,https://wordpress.org/plugins/tidio-live-chat/,3,0,,,2022-09-20,,"chat, chatbot, free live chat, live chat, livechat"
542,Simple CSS,simple-css,80000,98,4.9,Editor-agnostic,2025-09-15 3:11pm GMT,4.0,6.8.5,https://generatepress.com,,,https://wordpress.org/plugins/simple-css/,0,0,,,,,"CSS Customizer, Simple Custom CSS, css, custom css, simple css"
543,WP Job Manager,wp-job-manager,80000,88,4.4,Editor-agnostic,2026-02-24 4:24pm GMT,6.4,6.9.4,https://wpjobmanager.com/,https://github.com/Automattic/WP-Job-Manager,official,https://wordpress.org/plugins/wp-job-manager/,15,1,,,2026-02-19,,"careers, company, hiring, job board, jobs"
544,Duplicate Page and Post,duplicate-wp-page-post,80000,92,4.6,Editor-agnostic,2024-09-23 8:52am GMT,3.5,6.6.5,https://wordpress.org/plugins/duplicate-wp-page-post/,https://github.com/sohilchamadia8/Duplicate-WP-Page-Post,official,https://wordpress.org/plugins/duplicate-wp-page-post/,5,1,,,2022-08-15,,"clone page, clone post, duplicate custom posts, duplicate page, duplicate post"
545,Customer Reviews for WooCommerce,customer-reviews-woocommerce,80000,96,4.8,Editor-agnostic,2026-03-23 2:09am GMT,4.5,6.9.4,https://wordpress.org/plugins/customer-reviews-woocommerce/,https://github.com/WPPlugins/customer-reviews-woocommerce,mirror,https://wordpress.org/plugins/customer-reviews-woocommerce/,21,0,,,2026-01-07,,"customer reviews, review for discount, review plugin, review reminder, woocommerce"
546,Email Log,email-log,80000,84,4.2,Editor-agnostic,2025-12-03 7:27pm GMT,4.0,6.9.4,https://wpemaillog.com/,https://github.com/WebFactoryLtd/email-log,official,https://wordpress.org/plugins/email-log/,6,0,,,2024-05-24,,"email, email log, log, log email, resend email"
547,Direct Checkout for WooCommerce,woocommerce-direct-checkout,80000,96,4.8,Editor-agnostic,2026-03-19 12:53pm GMT,4.7,6.9.4,https://quadlayers.com/products/woocommerce-direct-checkout/,https://github.com/wp-plugins/woocommerce-direct-checkout,mirror,https://wordpress.org/plugins/woocommerce-direct-checkout/,0,0,,,,,"woocommerce ajax, woocommerce ajax cart, woocommerce direct checkout, woocommerce one page checkout, woocommerce quick buy"
548,List category posts,list-category-posts,80000,94,4.7,Editor-agnostic,2026-03-14 9:07pm GMT,3.3,6.9.4,https://github.com/picandocodigo/List-Category-Posts,https://github.com/picandocodigo/List-Category-Posts,official,https://wordpress.org/plugins/list-category-posts/,7,2,,,2026-03-13,,"categories, cms, list, posts"
549,Product Feed PRO for WooCommerce by AdTribes – Product Feeds for WooCommerce,woo-product-feed-pro,80000,94,4.7,Editor-agnostic,2026-03-06 5:06am GMT,5.4,6.9.4,https://www.adtribes.io/support/?utm_source=wpadmin&utm_medium=plugin&utm_campaign=woosea_product_feed_pro,https://github.com/WPPlugins/woo-product-feed-pro,mirror,https://wordpress.org/plugins/woo-product-feed-pro/,7,0,,,2024-04-17,,"Facebook catalog feed, Google Shopping Feed, Meta feed, product feed, woocommerce product feed"
550,Easy Accordion – Responsive Accordion FAQ Builder and Product FAQ,easy-accordion-free,80000,98,4.9,Editor-agnostic,2025-12-26 5:52am GMT,5.0,6.9.4,https://easyaccordion.io/?ref=1,https://github.com/wp-plugins/easy-accordion-free,mirror,https://wordpress.org/plugins/easy-accordion-free/,3,0,6.4,Medium,2024-03-13,CWE-79,"Accordion, Product FAQ., faq, nested accordion, vertical accordion"
551,YITH WooCommerce Ajax Product Filter,yith-woocommerce-ajax-navigation,80000,70,3.5,Editor-agnostic,2026-03-05 10:29am GMT,6.7,6.9.4,https://wordpress.org/plugins/yith-woocommerce-ajax-navigation/,https://github.com/wp-plugins/yith-woocommerce-ajax-navigation,mirror,https://wordpress.org/plugins/yith-woocommerce-ajax-navigation/,7,0,,,2024-07-20,,"ajax product filter, product filter, shop filter, woocommerce filter, woocommerce product filter"
552,Wp Social Login and Register Social Counter,wp-social,80000,94,4.7,Editor-agnostic,2026-02-18 12:34pm GMT,5.0,6.9.4,https://wpmet.com/,https://github.com/crowdfavorite/wp-social,official,https://wordpress.org/plugins/wp-social/,5,0,,,2025-12-05,,"WordPress Social login and register, social, social counter, social login, social share"
553,Side Cart Woocommerce | Woocommerce Cart,side-cart-woocommerce,80000,98,4.9,Editor-agnostic,2025-12-14 11:49am GMT,3.0.1,6.9.4,http://xootix.com/side-cart-woocommerce,https://github.com/WPPlugins/side-cart-woocommerce,mirror,https://wordpress.org/plugins/side-cart-woocommerce/,3,0,8.8,High,2023-08-30,CWE-352; CWE-79,"Rewards, cart popup, floating cart, slider, woocommerce"
554,BlogVault Backup & Staging,blogvault-real-time-backup,80000,90,4.5,Editor-agnostic,2026-03-23 9:09am GMT,4.0,6.9.4,https://blogvault.net,https://github.com/wp-plugins/blogvault-real-time-backup,mirror,https://wordpress.org/plugins/blogvault-real-time-backup/,6,0,,,2017-04-06,,"backup, clone, cloud backup, migration, staging"
555,WP Mobile Menu – The Mobile-Friendly Responsive Menu,mobile-menu,80000,94,4.7,Editor-agnostic,2025-06-23 6:57am GMT,4.4,6.8.5,https://www.wpmobilemenu.com/,https://github.com/ruiguerreiro79/mobile-menu,official,https://wordpress.org/plugins/mobile-menu/,13,0,,,2025-01-02,,"menu, mobile, mobile menu, responsive, responsive menu"
556,Advanced Excerpt,advanced-excerpt,80000,86,4.3,Editor-agnostic,2024-01-19 8:32pm GMT,3.2,6.4.8,http://wordpress.org/plugins/advanced-excerpt/,https://github.com/WPPlugins/advanced-excerpt,mirror,https://wordpress.org/plugins/advanced-excerpt/,0,0,,,,,"content, excerpt, formatting, post, post excerpt"
557,WP Post Page Clone,wp-post-page-clone,80000,86,4.3,Editor-agnostic,2026-03-01 10:19am GMT,5.0,6.9.4,https://wordpress.org/plugins/wp-post-page-clone,https://github.com/WordpressPluginDirectory/wp-post-page-clone,official,https://wordpress.org/plugins/wp-post-page-clone/,3,0,,,2022-01-24,,"clone page, clone post, duplicate page, duplicate post, duplicate post and page"
558,Image CAPTCHA for Contact Form 7 and WPForms by HookAndHook (DSGVO/GDPR),contact-form-7-image-captcha,80000,94,4.7,Editor-agnostic,2025-12-10 6:28am GMT,4.7,6.9.4,https://wpimagecaptcha.com/,https://github.com/WordpressPluginDirectory/contact-form-7-image-captcha,official,https://wordpress.org/plugins/contact-form-7-image-captcha/,0,0,,,,,"GDPR, WPForms, captcha, contact form 7, spam"
559,Make Connector,integromat-connector,80000,54,2.7,Editor-agnostic,2026-02-09 10:29am GMT,5.0,6.9.4,,https://github.com/common-repository/integromat-connector,mirror,https://wordpress.org/plugins/integromat-connector/,3,1,,,2025-09-03,,"api, integromat, make, rest, rest-api"
560,kk Star Ratings – Rate Post & Collect User Feedbacks,kk-star-ratings,80000,78,3.9,Editor-agnostic,2026-03-04 12:53pm GMT,5.0,6.9.4,https://feedbackwp.com,https://github.com/kamalkhan/kk-star-ratings,official,https://wordpress.org/plugins/kk-star-ratings/,9,0,,,2025-01-02,,"ajax ratings, feedback, rate post, star ratings, voting"
561,Jupiter X Core,jupiterx-core,80000,36,1.8,Editor-agnostic,2026-03-19 10:03am GMT,5.6,6.9.4,https://jupiterx.com,https://github.com/common-repository/jupiterx-core,mirror,https://wordpress.org/plugins/jupiterx-core/,21,1,,,2026-01-22,,"jupiter, jupiterx"
562,Hummingbird Performance – Cache & Page Speed Optimization for Core Web Vitals | Critical CSS | Minify CSS | Defer CSS Javascript | CDN,hummingbird-performance,80000,94,4.7,Editor-agnostic,2026-01-26 12:18pm GMT,6.4,6.9.4,https://wpmudev.com/project/wp-hummingbird/,https://github.com/common-repository/hummingbird-performance,mirror,https://wordpress.org/plugins/hummingbird-performance/,6,0,7.5,High,2025-12-18,CWE-22; CWE-352; CWE-532; CWE-79; CWE-862,"Critical CSS, cache, caching, minify css, performance"
563,Ajax Search Lite – Live Search & Filter,ajax-search-lite,80000,96,4.8,Editor-agnostic,2026-02-16 1:57pm GMT,3.5,6.9.4,http://wp-dreams.com,https://github.com/wp-plugins/ajax-search-lite,mirror,https://wordpress.org/plugins/ajax-search-lite/,13,1,,,2025-11-06,,"better search, live search, product search, search, woocommerce search"
564,Hello Plus,hello-plus,80000,60,3.0,Editor-agnostic,2025-09-18 11:37am GMT,6.0,6.8.5,https://elementor.com,https://github.com/alexclassroom/hello-plus,official,https://wordpress.org/plugins/hello-plus/,0,0,,,,,"elementor, hello plus, hello themes, themes, widgets"
565,LearnPress – WordPress LMS Plugin for Create and Sell Online Courses,learnpress,80000,86,4.3,Editor-agnostic,2026-03-11 5:05am GMT,6.0,6.9.4,https://thimpress.com/learnpress,https://github.com/LearnPress/LearnPress,official,https://wordpress.org/plugins/learnpress/,69,2,,,2026-01-20,,"course, education, elearning, learning management system, lms"
566,Dynific Addons for Elementor (formerly AnyWhere Elementor),anywhere-elementor,80000,96,4.8,Editor-agnostic,2025-12-11 7:53am GMT,5.0,6.9.4,https://www.elementoraddons.com/,https://github.com/netgithub/Anywhere-Elementor,official,https://wordpress.org/plugins/anywhere-elementor/,7,0,,,2024-12-05,,"elementor, elementor addon, page builder"
567,Stream,stream,80000,86,4.3,Editor-agnostic,2026-02-24 12:24pm GMT,4.6,6.9.4,https://xwp.co/work/stream/,https://github.com/xwp/stream,official,https://wordpress.org/plugins/stream/,9,0,,,2025-02-17,,"activity, logs, stream, track, wp stream"
568,SlimStat Analytics,wp-slimstat,80000,96,4.8,Editor-agnostic,2026-03-23 8:11pm GMT,5.6,6.9.4,https://wp-slimstat.com/,https://github.com/wp-slimstat/wp-slimstat,official,https://wordpress.org/plugins/wp-slimstat/,36,1,,,2026-02-20,,"analytics, geolocation, reports, statistics, tracking"
569,Ninja Tables – Easy Data Table Builder,ninja-tables,80000,92,4.6,Editor-agnostic,2026-02-04 6:36am GMT,6.0,6.9.4,https://wpmanageninja.com/downloads/ninja-tables-pro-add-on/,https://github.com/WPManageNinja/ninja-tables-develop,official,https://wordpress.org/plugins/ninja-tables/,15,3,,,2026-02-19,,"Table Builder, datatable, spreadsheet, table, tables"
570,Responsive Menu – Create Mobile-Friendly Menu,responsive-menu,80000,90,4.5,Editor-agnostic,2026-03-02 8:47am GMT,3.6,6.9.4,https://expresstech.io,https://github.com/mattkersley/Responsive-Menu,official,https://wordpress.org/plugins/responsive-menu/,9,0,,,2022-03-18,,"hamburger, mega menu, mobile, navigation, responsive"
571,WPC Smart Compare for WooCommerce,woo-smart-compare,80000,90,4.5,Editor-agnostic,2026-03-14 3:47am GMT,4.0,6.9.4,https://wpclever.net/,https://github.com/common-repository/woo-smart-compare,mirror,https://wordpress.org/plugins/woo-smart-compare/,2,0,,,2025-07-10,,"compare, comparison, woocommerce, wpc"
572,Mailgun for WordPress,mailgun,80000,76,3.8,Editor-agnostic,2026-01-06 8:42am GMT,5.6,6.8.5,http://wordpress.org/extend/plugins/mailgun/,https://github.com/mailgun/wordpress-plugin,official,https://wordpress.org/plugins/mailgun/,0,0,,,,,"api, http, mail, mailgun, smtp"
573,Remove Footer Credit,remove-footer-credit,80000,94,4.7,Editor-agnostic,2025-12-02 10:46am GMT,5.9,6.9.4,,https://github.com/WordpressPluginDirectory/remove-footer-credit,official,https://wordpress.org/plugins/remove-footer-credit/,3,0,5.9,Medium,2024-04-15,CWE-352; CWE-79,"change, credit, footer, modify, replace"
574,Real-Time Find and Replace,real-time-find-and-replace,80000,88,4.4,Editor-agnostic,2025-12-29 2:20pm GMT,5.0,6.9.4,http://infolific.com/technology/software-worth-using/real-time-find-and-replace-for-wordpress/,https://github.com/common-repository/real-time-find-and-replace,mirror,https://wordpress.org/plugins/real-time-find-and-replace/,3,0,,,2020-05-28,,"find and replace, on demand replace, replace, search, search and replace"
575,Comments – wpDiscuz,wpdiscuz,80000,94,4.7,Editor-agnostic,2026-03-21 6:04pm GMT,5.0,6.9.4,https://wpdiscuz.com/,https://github.com/wp-plugins/wpdiscuz,mirror,https://wordpress.org/plugins/wpdiscuz/,33,1,,,2026-01-01,,"ajax comments, comment, comment fields, comment form, comments"
